"Interval","Hour","GMTIntervalEnd","variable","value"
2021-01-05 12:30:00,12,2021-01-05 18:30:00,"wind_pen_STF",NA
2021-01-05 12:25:00,12,2021-01-05 18:25:00,"wind_pen_STF",NA
2021-01-05 12:20:00,12,2021-01-05 18:20:00,"wind_pen_STF",NA
2021-01-05 12:15:00,12,2021-01-05 18:15:00,"wind_pen_STF",NA
2021-01-05 12:10:00,12,2021-01-05 18:10:00,"wind_pen_STF",NA
2021-01-05 12:05:00,12,2021-01-05 18:05:00,"wind_pen_STF",NA
2021-01-05 12:00:00,12,2021-01-05 18:00:00,"wind_pen_STF",NA
2021-01-05 11:55:00,11,2021-01-05 17:55:00,"wind_pen_STF",NA
2021-01-05 11:50:00,11,2021-01-05 17:50:00,"wind_pen_STF",NA
2021-01-05 11:45:00,11,2021-01-05 17:45:00,"wind_pen_STF",NA
2021-01-05 11:40:00,11,2021-01-05 17:40:00,"wind_pen_STF",NA
2021-01-05 11:35:00,11,2021-01-05 17:35:00,"wind_pen_STF",NA
2021-01-05 11:30:00,11,2021-01-05 17:30:00,"wind_pen_STF",NA
2021-01-05 11:25:00,11,2021-01-05 17:25:00,"wind_pen_STF",NA
2021-01-05 11:20:00,11,2021-01-05 17:20:00,"wind_pen_STF",NA
2021-01-05 11:15:00,11,2021-01-05 17:15:00,"wind_pen_STF",NA
2021-01-05 11:10:00,11,2021-01-05 17:10:00,"wind_pen_STF",NA
2021-01-05 11:05:00,11,2021-01-05 17:05:00,"wind_pen_STF",NA
2021-01-05 11:00:00,11,2021-01-05 17:00:00,"wind_pen_STF",NA
2021-01-05 10:55:00,10,2021-01-05 16:55:00,"wind_pen_STF",NA
2021-01-05 10:50:00,10,2021-01-05 16:50:00,"wind_pen_STF",NA
2021-01-05 10:45:00,10,2021-01-05 16:45:00,"wind_pen_STF",NA
2021-01-05 10:40:00,10,2021-01-05 16:40:00,"wind_pen_STF",NA
2021-01-05 10:35:00,10,2021-01-05 16:35:00,"wind_pen_STF",NA
2021-01-05 10:30:00,10,2021-01-05 16:30:00,"wind_pen_STF",NA
2021-01-05 10:25:00,10,2021-01-05 16:25:00,"wind_pen_STF",NA
2021-01-05 10:20:00,10,2021-01-05 16:20:00,"wind_pen_STF",NA
2021-01-05 10:15:00,10,2021-01-05 16:15:00,"wind_pen_STF",NA
2021-01-05 10:10:00,10,2021-01-05 16:10:00,"wind_pen_STF",NA
2021-01-05 10:05:00,10,2021-01-05 16:05:00,"wind_pen_STF",NA
2021-01-05 10:00:00,10,2021-01-05 16:00:00,"wind_pen_STF",NA
2021-01-05 09:55:00,9,2021-01-05 15:55:00,"wind_pen_STF",NA
2021-01-05 09:50:00,9,2021-01-05 15:50:00,"wind_pen_STF",NA
2021-01-05 09:45:00,9,2021-01-05 15:45:00,"wind_pen_STF",NA
2021-01-05 09:40:00,9,2021-01-05 15:40:00,"wind_pen_STF",NA
2021-01-05 09:35:00,9,2021-01-05 15:35:00,"wind_pen_STF",NA
2021-01-05 09:30:00,9,2021-01-05 15:30:00,"wind_pen_STF",NA
2021-01-05 09:25:00,9,2021-01-05 15:25:00,"wind_pen_STF",NA
2021-01-05 09:20:00,9,2021-01-05 15:20:00,"wind_pen_STF",NA
2021-01-05 09:15:00,9,2021-01-05 15:15:00,"wind_pen_STF",NA
2021-01-05 09:10:00,9,2021-01-05 15:10:00,"wind_pen_STF",NA
2021-01-05 09:05:00,9,2021-01-05 15:05:00,"wind_pen_STF",NA
2021-01-05 09:00:00,9,2021-01-05 15:00:00,"wind_pen_STF",NA
2021-01-05 08:55:00,8,2021-01-05 14:55:00,"wind_pen_STF",NA
2021-01-05 08:50:00,8,2021-01-05 14:50:00,"wind_pen_STF",NA
2021-01-05 08:45:00,8,2021-01-05 14:45:00,"wind_pen_STF",NA
2021-01-05 08:40:00,8,2021-01-05 14:40:00,"wind_pen_STF",NA
2021-01-05 08:35:00,8,2021-01-05 14:35:00,"wind_pen_STF",NA
2021-01-05 08:30:00,8,2021-01-05 14:30:00,"wind_pen_STF",NA
2021-01-05 08:25:00,8,2021-01-05 14:25:00,"wind_pen_STF",NA
2021-01-05 08:20:00,8,2021-01-05 14:20:00,"wind_pen_STF",NA
2021-01-05 08:15:00,8,2021-01-05 14:15:00,"wind_pen_STF",NA
2021-01-05 08:10:00,8,2021-01-05 14:10:00,"wind_pen_STF",NA
2021-01-05 08:05:00,8,2021-01-05 14:05:00,"wind_pen_STF",NA
2021-01-05 08:00:00,8,2021-01-05 14:00:00,"wind_pen_STF",NA
2021-01-05 07:55:00,7,2021-01-05 13:55:00,"wind_pen_STF",NA
2021-01-05 07:50:00,7,2021-01-05 13:50:00,"wind_pen_STF",NA
2021-01-05 07:45:00,7,2021-01-05 13:45:00,"wind_pen_STF",NA
2021-01-05 07:40:00,7,2021-01-05 13:40:00,"wind_pen_STF",NA
2021-01-05 07:35:00,7,2021-01-05 13:35:00,"wind_pen_STF",NA
2021-01-05 07:30:00,7,2021-01-05 13:30:00,"wind_pen_STF",NA
2021-01-05 07:25:00,7,2021-01-05 13:25:00,"wind_pen_STF",NA
2021-01-05 07:20:00,7,2021-01-05 13:20:00,"wind_pen_STF",NA
2021-01-05 07:15:00,7,2021-01-05 13:15:00,"wind_pen_STF",NA
2021-01-05 07:10:00,7,2021-01-05 13:10:00,"wind_pen_STF",NA
2021-01-05 07:05:00,7,2021-01-05 13:05:00,"wind_pen_STF",NA
2021-01-05 07:00:00,7,2021-01-05 13:00:00,"wind_pen_STF",NA
2021-01-05 06:55:00,6,2021-01-05 12:55:00,"wind_pen_STF",NA
2021-01-05 06:50:00,6,2021-01-05 12:50:00,"wind_pen_STF",NA
2021-01-05 06:45:00,6,2021-01-05 12:45:00,"wind_pen_STF",NA
2021-01-05 06:40:00,6,2021-01-05 12:40:00,"wind_pen_STF",NA
2021-01-05 06:35:00,6,2021-01-05 12:35:00,"wind_pen_STF",NA
2021-01-05 06:30:00,6,2021-01-05 12:30:00,"wind_pen_STF",NA
2021-01-05 06:25:00,6,2021-01-05 12:25:00,"wind_pen_STF",NA
2021-01-05 06:20:00,6,2021-01-05 12:20:00,"wind_pen_STF",NA
2021-01-05 06:15:00,6,2021-01-05 12:15:00,"wind_pen_STF",NA
2021-01-05 06:10:00,6,2021-01-05 12:10:00,"wind_pen_STF",NA
2021-01-05 06:05:00,6,2021-01-05 12:05:00,"wind_pen_STF",NA
2021-01-05 06:00:00,6,2021-01-05 12:00:00,"wind_pen_STF",NA
2021-01-05 05:55:00,5,2021-01-05 11:55:00,"wind_pen_STF",NA
2021-01-05 05:50:00,5,2021-01-05 11:50:00,"wind_pen_STF",NA
2021-01-05 05:45:00,5,2021-01-05 11:45:00,"wind_pen_STF",NA
2021-01-05 05:40:00,5,2021-01-05 11:40:00,"wind_pen_STF",NA
2021-01-05 05:35:00,5,2021-01-05 11:35:00,"wind_pen_STF",NA
2021-01-05 05:30:00,5,2021-01-05 11:30:00,"wind_pen_STF",NA
2021-01-05 05:25:00,5,2021-01-05 11:25:00,"wind_pen_STF",NA
2021-01-05 05:20:00,5,2021-01-05 11:20:00,"wind_pen_STF",NA
2021-01-05 05:15:00,5,2021-01-05 11:15:00,"wind_pen_STF",NA
2021-01-05 05:10:00,5,2021-01-05 11:10:00,"wind_pen_STF",NA
2021-01-05 05:05:00,5,2021-01-05 11:05:00,"wind_pen_STF",NA
2021-01-05 05:00:00,5,2021-01-05 11:00:00,"wind_pen_STF",NA
2021-01-05 04:55:00,4,2021-01-05 10:55:00,"wind_pen_STF",NA
2021-01-05 04:50:00,4,2021-01-05 10:50:00,"wind_pen_STF",NA
2021-01-05 04:45:00,4,2021-01-05 10:45:00,"wind_pen_STF",NA
2021-01-05 04:40:00,4,2021-01-05 10:40:00,"wind_pen_STF",NA
2021-01-05 04:35:00,4,2021-01-05 10:35:00,"wind_pen_STF",NA
2021-01-05 04:30:00,4,2021-01-05 10:30:00,"wind_pen_STF",NA
2021-01-05 04:25:00,4,2021-01-05 10:25:00,"wind_pen_STF",NA
2021-01-05 04:20:00,4,2021-01-05 10:20:00,"wind_pen_STF",NA
2021-01-05 04:15:00,4,2021-01-05 10:15:00,"wind_pen_STF",NA
2021-01-05 04:10:00,4,2021-01-05 10:10:00,"wind_pen_STF",NA
2021-01-05 04:05:00,4,2021-01-05 10:05:00,"wind_pen_STF",NA
2021-01-05 04:00:00,4,2021-01-05 10:00:00,"wind_pen_STF",NA
2021-01-05 03:55:00,3,2021-01-05 09:55:00,"wind_pen_STF",NA
2021-01-05 03:50:00,3,2021-01-05 09:50:00,"wind_pen_STF",NA
2021-01-05 03:45:00,3,2021-01-05 09:45:00,"wind_pen_STF",NA
2021-01-05 03:40:00,3,2021-01-05 09:40:00,"wind_pen_STF",NA
2021-01-05 03:35:00,3,2021-01-05 09:35:00,"wind_pen_STF",NA
2021-01-05 03:30:00,3,2021-01-05 09:30:00,"wind_pen_STF",NA
2021-01-05 03:25:00,3,2021-01-05 09:25:00,"wind_pen_STF",NA
2021-01-05 03:20:00,3,2021-01-05 09:20:00,"wind_pen_STF",NA
2021-01-05 03:15:00,3,2021-01-05 09:15:00,"wind_pen_STF",NA
2021-01-05 03:10:00,3,2021-01-05 09:10:00,"wind_pen_STF",NA
2021-01-05 03:05:00,3,2021-01-05 09:05:00,"wind_pen_STF",NA
2021-01-05 03:00:00,3,2021-01-05 09:00:00,"wind_pen_STF",NA
2021-01-05 02:55:00,2,2021-01-05 08:55:00,"wind_pen_STF",NA
2021-01-05 02:50:00,2,2021-01-05 08:50:00,"wind_pen_STF",NA
2021-01-05 02:45:00,2,2021-01-05 08:45:00,"wind_pen_STF",NA
2021-01-05 02:40:00,2,2021-01-05 08:40:00,"wind_pen_STF",NA
2021-01-05 02:35:00,2,2021-01-05 08:35:00,"wind_pen_STF",NA
2021-01-05 02:30:00,2,2021-01-05 08:30:00,"wind_pen_STF",NA
2021-01-05 02:25:00,2,2021-01-05 08:25:00,"wind_pen_STF",NA
2021-01-05 02:20:00,2,2021-01-05 08:20:00,"wind_pen_STF",NA
2021-01-05 02:15:00,2,2021-01-05 08:15:00,"wind_pen_STF",NA
2021-01-05 02:10:00,2,2021-01-05 08:10:00,"wind_pen_STF",NA
2021-01-05 02:05:00,2,2021-01-05 08:05:00,"wind_pen_STF",NA
2021-01-05 02:00:00,2,2021-01-05 08:00:00,"wind_pen_STF",NA
2021-01-05 01:55:00,1,2021-01-05 07:55:00,"wind_pen_STF",NA
2021-01-05 01:50:00,1,2021-01-05 07:50:00,"wind_pen_STF",NA
2021-01-05 01:45:00,1,2021-01-05 07:45:00,"wind_pen_STF",NA
2021-01-05 01:40:00,1,2021-01-05 07:40:00,"wind_pen_STF",NA
2021-01-05 01:35:00,1,2021-01-05 07:35:00,"wind_pen_STF",NA
2021-01-05 01:30:00,1,2021-01-05 07:30:00,"wind_pen_STF",NA
2021-01-05 01:25:00,1,2021-01-05 07:25:00,"wind_pen_STF",NA
2021-01-05 01:20:00,1,2021-01-05 07:20:00,"wind_pen_STF",NA
2021-01-05 01:15:00,1,2021-01-05 07:15:00,"wind_pen_STF",NA
2021-01-05 01:10:00,1,2021-01-05 07:10:00,"wind_pen_STF",NA
2021-01-05 01:05:00,1,2021-01-05 07:05:00,"wind_pen_STF",NA
2021-01-05 01:00:00,1,2021-01-05 07:00:00,"wind_pen_STF",NA
2021-01-05 00:55:00,0,2021-01-05 06:55:00,"wind_pen_STF",NA
2021-01-05 00:50:00,0,2021-01-05 06:50:00,"wind_pen_STF",NA
2021-01-05 00:45:00,0,2021-01-05 06:45:00,"wind_pen_STF",NA
2021-01-05 00:40:00,0,2021-01-05 06:40:00,"wind_pen_STF",NA
2021-01-05 00:35:00,0,2021-01-05 06:35:00,"wind_pen_STF",NA
2021-01-05 00:30:00,0,2021-01-05 06:30:00,"wind_pen_STF",NA
2021-01-05 00:25:00,0,2021-01-05 06:25:00,"wind_pen_STF",NA
2021-01-05 00:20:00,0,2021-01-05 06:20:00,"wind_pen_STF",NA
2021-01-05 00:15:00,0,2021-01-05 06:15:00,"wind_pen_STF",NA
2021-01-05 00:10:00,0,2021-01-05 06:10:00,"wind_pen_STF",NA
2021-01-05 00:05:00,0,2021-01-05 06:05:00,"wind_pen_STF",NA
2021-01-05 00:00:00,0,2021-01-05 06:00:00,"wind_pen_STF",NA
2021-01-04 23:55:00,23,2021-01-05 05:55:00,"wind_pen_STF",NA
2021-01-04 23:50:00,23,2021-01-05 05:50:00,"wind_pen_STF",NA
2021-01-04 23:45:00,23,2021-01-05 05:45:00,"wind_pen_STF",NA
2021-01-04 23:40:00,23,2021-01-05 05:40:00,"wind_pen_STF",NA
2021-01-04 23:35:00,23,2021-01-05 05:35:00,"wind_pen_STF",NA
2021-01-04 23:30:00,23,2021-01-05 05:30:00,"wind_pen_STF",NA
2021-01-04 23:25:00,23,2021-01-05 05:25:00,"wind_pen_STF",NA
2021-01-04 23:20:00,23,2021-01-05 05:20:00,"wind_pen_STF",NA
2021-01-04 23:15:00,23,2021-01-05 05:15:00,"wind_pen_STF",NA
2021-01-04 23:10:00,23,2021-01-05 05:10:00,"wind_pen_STF",NA
2021-01-04 23:05:00,23,2021-01-05 05:05:00,"wind_pen_STF",NA
2021-01-04 23:00:00,23,2021-01-05 05:00:00,"wind_pen_STF",NA
2021-01-04 22:55:00,22,2021-01-05 04:55:00,"wind_pen_STF",NA
2021-01-04 22:50:00,22,2021-01-05 04:50:00,"wind_pen_STF",NA
2021-01-04 22:45:00,22,2021-01-05 04:45:00,"wind_pen_STF",NA
2021-01-04 22:40:00,22,2021-01-05 04:40:00,"wind_pen_STF",NA
2021-01-04 22:35:00,22,2021-01-05 04:35:00,"wind_pen_STF",NA
2021-01-04 22:30:00,22,2021-01-05 04:30:00,"wind_pen_STF",NA
2021-01-04 22:25:00,22,2021-01-05 04:25:00,"wind_pen_STF",NA
2021-01-04 22:20:00,22,2021-01-05 04:20:00,"wind_pen_STF",NA
2021-01-04 22:15:00,22,2021-01-05 04:15:00,"wind_pen_STF",NA
2021-01-04 22:10:00,22,2021-01-05 04:10:00,"wind_pen_STF",NA
2021-01-04 22:05:00,22,2021-01-05 04:05:00,"wind_pen_STF",NA
2021-01-04 22:00:00,22,2021-01-05 04:00:00,"wind_pen_STF",NA
2021-01-04 21:55:00,21,2021-01-05 03:55:00,"wind_pen_STF",NA
2021-01-04 21:50:00,21,2021-01-05 03:50:00,"wind_pen_STF",NA
2021-01-04 21:45:00,21,2021-01-05 03:45:00,"wind_pen_STF",NA
2021-01-04 21:40:00,21,2021-01-05 03:40:00,"wind_pen_STF",NA
2021-01-04 21:35:00,21,2021-01-05 03:35:00,"wind_pen_STF",NA
2021-01-04 21:30:00,21,2021-01-05 03:30:00,"wind_pen_STF",NA
2021-01-04 21:25:00,21,2021-01-05 03:25:00,"wind_pen_STF",NA
2021-01-04 21:20:00,21,2021-01-05 03:20:00,"wind_pen_STF",NA
2021-01-04 21:15:00,21,2021-01-05 03:15:00,"wind_pen_STF",NA
2021-01-04 21:10:00,21,2021-01-05 03:10:00,"wind_pen_STF",NA
2021-01-04 21:05:00,21,2021-01-05 03:05:00,"wind_pen_STF",NA
2021-01-04 21:00:00,21,2021-01-05 03:00:00,"wind_pen_STF",NA
2021-01-04 20:55:00,20,2021-01-05 02:55:00,"wind_pen_STF",NA
2021-01-04 20:50:00,20,2021-01-05 02:50:00,"wind_pen_STF",NA
2021-01-04 20:45:00,20,2021-01-05 02:45:00,"wind_pen_STF",NA
2021-01-04 20:40:00,20,2021-01-05 02:40:00,"wind_pen_STF",NA
2021-01-04 20:35:00,20,2021-01-05 02:35:00,"wind_pen_STF",NA
2021-01-04 20:30:00,20,2021-01-05 02:30:00,"wind_pen_STF",NA
2021-01-04 20:25:00,20,2021-01-05 02:25:00,"wind_pen_STF",NA
2021-01-04 20:20:00,20,2021-01-05 02:20:00,"wind_pen_STF",NA
2021-01-04 20:15:00,20,2021-01-05 02:15:00,"wind_pen_STF",NA
2021-01-04 20:10:00,20,2021-01-05 02:10:00,"wind_pen_STF",NA
2021-01-04 20:05:00,20,2021-01-05 02:05:00,"wind_pen_STF",NA
2021-01-04 20:00:00,20,2021-01-05 02:00:00,"wind_pen_STF",NA
2021-01-04 19:55:00,19,2021-01-05 01:55:00,"wind_pen_STF",NA
2021-01-04 19:50:00,19,2021-01-05 01:50:00,"wind_pen_STF",NA
2021-01-04 19:45:00,19,2021-01-05 01:45:00,"wind_pen_STF",NA
2021-01-04 19:40:00,19,2021-01-05 01:40:00,"wind_pen_STF",NA
2021-01-04 19:35:00,19,2021-01-05 01:35:00,"wind_pen_STF",NA
2021-01-04 19:30:00,19,2021-01-05 01:30:00,"wind_pen_STF",NA
2021-01-04 19:25:00,19,2021-01-05 01:25:00,"wind_pen_STF",NA
2021-01-04 19:20:00,19,2021-01-05 01:20:00,"wind_pen_STF",NA
2021-01-04 19:15:00,19,2021-01-05 01:15:00,"wind_pen_STF",NA
2021-01-04 19:10:00,19,2021-01-05 01:10:00,"wind_pen_STF",NA
2021-01-04 19:05:00,19,2021-01-05 01:05:00,"wind_pen_STF",NA
2021-01-04 19:00:00,19,2021-01-05 01:00:00,"wind_pen_STF",NA
2021-01-04 18:55:00,18,2021-01-05 00:55:00,"wind_pen_STF",NA
2021-01-04 18:50:00,18,2021-01-05 00:50:00,"wind_pen_STF",NA
2021-01-04 18:45:00,18,2021-01-05 00:45:00,"wind_pen_STF",NA
2021-01-04 18:40:00,18,2021-01-05 00:40:00,"wind_pen_STF",NA
2021-01-04 18:35:00,18,2021-01-05 00:35:00,"wind_pen_STF",NA
2021-01-04 18:30:00,18,2021-01-05 00:30:00,"wind_pen_STF",NA
2021-01-04 18:25:00,18,2021-01-05 00:25:00,"wind_pen_STF",NA
2021-01-04 18:20:00,18,2021-01-05 00:20:00,"wind_pen_STF",NA
2021-01-04 18:15:00,18,2021-01-05 00:15:00,"wind_pen_STF",NA
2021-01-04 18:10:00,18,2021-01-05 00:10:00,"wind_pen_STF",NA
2021-01-04 18:05:00,18,2021-01-05 00:05:00,"wind_pen_STF",NA
2021-01-04 18:00:00,18,2021-01-05 00:00:00,"wind_pen_STF",NA
2021-01-04 17:55:00,17,2021-01-04 23:55:00,"wind_pen_STF",NA
2021-01-04 17:50:00,17,2021-01-04 23:50:00,"wind_pen_STF",NA
2021-01-04 17:45:00,17,2021-01-04 23:45:00,"wind_pen_STF",NA
2021-01-04 17:40:00,17,2021-01-04 23:40:00,"wind_pen_STF",NA
2021-01-04 17:35:00,17,2021-01-04 23:35:00,"wind_pen_STF",NA
2021-01-04 17:30:00,17,2021-01-04 23:30:00,"wind_pen_STF",NA
2021-01-04 17:25:00,17,2021-01-04 23:25:00,"wind_pen_STF",NA
2021-01-04 17:20:00,17,2021-01-04 23:20:00,"wind_pen_STF",NA
2021-01-04 17:15:00,17,2021-01-04 23:15:00,"wind_pen_STF",NA
2021-01-04 17:10:00,17,2021-01-04 23:10:00,"wind_pen_STF",NA
2021-01-04 17:05:00,17,2021-01-04 23:05:00,"wind_pen_STF",NA
2021-01-04 17:00:00,17,2021-01-04 23:00:00,"wind_pen_STF",NA
2021-01-04 16:55:00,16,2021-01-04 22:55:00,"wind_pen_STF",NA
2021-01-04 16:50:00,16,2021-01-04 22:50:00,"wind_pen_STF",NA
2021-01-04 16:45:00,16,2021-01-04 22:45:00,"wind_pen_STF",NA
2021-01-04 16:40:00,16,2021-01-04 22:40:00,"wind_pen_STF",NA
2021-01-04 16:35:00,16,2021-01-04 22:35:00,"wind_pen_STF",NA
2021-01-04 16:30:00,16,2021-01-04 22:30:00,"wind_pen_STF",NA
2021-01-04 16:25:00,16,2021-01-04 22:25:00,"wind_pen_STF",NA
2021-01-04 16:20:00,16,2021-01-04 22:20:00,"wind_pen_STF",NA
2021-01-04 16:15:00,16,2021-01-04 22:15:00,"wind_pen_STF",NA
2021-01-04 16:10:00,16,2021-01-04 22:10:00,"wind_pen_STF",NA
2021-01-04 16:05:00,16,2021-01-04 22:05:00,"wind_pen_STF",NA
2021-01-04 16:00:00,16,2021-01-04 22:00:00,"wind_pen_STF",NA
2021-01-04 15:55:00,15,2021-01-04 21:55:00,"wind_pen_STF",NA
2021-01-04 15:50:00,15,2021-01-04 21:50:00,"wind_pen_STF",NA
2021-01-04 15:45:00,15,2021-01-04 21:45:00,"wind_pen_STF",NA
2021-01-04 15:40:00,15,2021-01-04 21:40:00,"wind_pen_STF",NA
2021-01-04 15:35:00,15,2021-01-04 21:35:00,"wind_pen_STF",NA
2021-01-04 15:30:00,15,2021-01-04 21:30:00,"wind_pen_STF",NA
2021-01-04 15:25:00,15,2021-01-04 21:25:00,"wind_pen_STF",NA
2021-01-04 15:20:00,15,2021-01-04 21:20:00,"wind_pen_STF",NA
2021-01-04 15:15:00,15,2021-01-04 21:15:00,"wind_pen_STF",NA
2021-01-04 15:10:00,15,2021-01-04 21:10:00,"wind_pen_STF",NA
2021-01-04 15:05:00,15,2021-01-04 21:05:00,"wind_pen_STF",NA
2021-01-04 15:00:00,15,2021-01-04 21:00:00,"wind_pen_STF",NA
2021-01-04 14:55:00,14,2021-01-04 20:55:00,"wind_pen_STF",NA
2021-01-04 14:50:00,14,2021-01-04 20:50:00,"wind_pen_STF",NA
2021-01-04 14:45:00,14,2021-01-04 20:45:00,"wind_pen_STF",NA
2021-01-04 14:40:00,14,2021-01-04 20:40:00,"wind_pen_STF",NA
2021-01-04 14:35:00,14,2021-01-04 20:35:00,"wind_pen_STF",NA
2021-01-04 14:30:00,14,2021-01-04 20:30:00,"wind_pen_STF",NA
2021-01-04 14:25:00,14,2021-01-04 20:25:00,"wind_pen_STF",NA
2021-01-04 14:20:00,14,2021-01-04 20:20:00,"wind_pen_STF",NA
2021-01-04 14:15:00,14,2021-01-04 20:15:00,"wind_pen_STF",NA
2021-01-04 14:10:00,14,2021-01-04 20:10:00,"wind_pen_STF",NA
2021-01-04 14:05:00,14,2021-01-04 20:05:00,"wind_pen_STF",NA
2021-01-04 14:00:00,14,2021-01-04 20:00:00,"wind_pen_STF",NA
2021-01-04 13:55:00,13,2021-01-04 19:55:00,"wind_pen_STF",NA
2021-01-04 13:50:00,13,2021-01-04 19:50:00,"wind_pen_STF",NA
2021-01-04 13:45:00,13,2021-01-04 19:45:00,"wind_pen_STF",NA
2021-01-04 13:40:00,13,2021-01-04 19:40:00,"wind_pen_STF",NA
2021-01-04 13:35:00,13,2021-01-04 19:35:00,"wind_pen_STF",NA
2021-01-04 13:30:00,13,2021-01-04 19:30:00,"wind_pen_STF",NA
2021-01-04 13:25:00,13,2021-01-04 19:25:00,"wind_pen_STF",NA
2021-01-04 13:20:00,13,2021-01-04 19:20:00,"wind_pen_STF",NA
2021-01-04 13:15:00,13,2021-01-04 19:15:00,"wind_pen_STF",NA
2021-01-04 13:10:00,13,2021-01-04 19:10:00,"wind_pen_STF",NA
2021-01-04 13:05:00,13,2021-01-04 19:05:00,"wind_pen_STF",NA
2021-01-04 13:00:00,13,2021-01-04 19:00:00,"wind_pen_STF",NA
2021-01-04 12:55:00,12,2021-01-04 18:55:00,"wind_pen_STF",NA
2021-01-04 12:50:00,12,2021-01-04 18:50:00,"wind_pen_STF",NA
2021-01-04 12:45:00,12,2021-01-04 18:45:00,"wind_pen_STF",NA
2021-01-04 12:40:00,12,2021-01-04 18:40:00,"wind_pen_STF",NA
2021-01-04 12:35:00,12,2021-01-04 18:35:00,"wind_pen_STF",NA
2021-01-04 12:30:00,12,2021-01-04 18:30:00,"wind_pen_STF",NA
2021-01-04 12:25:00,12,2021-01-04 18:25:00,"wind_pen_STF",NA
2021-01-04 12:20:00,12,2021-01-04 18:20:00,"wind_pen_STF",NA
2021-01-04 12:15:00,12,2021-01-04 18:15:00,"wind_pen_STF",NA
2021-01-04 12:10:00,12,2021-01-04 18:10:00,"wind_pen_STF",NA
2021-01-04 12:05:00,12,2021-01-04 18:05:00,"wind_pen_STF",NA
2021-01-04 12:00:00,12,2021-01-04 18:00:00,"wind_pen_STF",NA
2021-01-04 11:55:00,11,2021-01-04 17:55:00,"wind_pen_STF",NA
2021-01-04 11:50:00,11,2021-01-04 17:50:00,"wind_pen_STF",NA
2021-01-04 11:45:00,11,2021-01-04 17:45:00,"wind_pen_STF",NA
2021-01-04 11:40:00,11,2021-01-04 17:40:00,"wind_pen_STF",NA
2021-01-04 11:35:00,11,2021-01-04 17:35:00,"wind_pen_STF",NA
2021-01-04 11:30:00,11,2021-01-04 17:30:00,"wind_pen_STF",NA
2021-01-04 11:25:00,11,2021-01-04 17:25:00,"wind_pen_STF",NA
2021-01-04 11:20:00,11,2021-01-04 17:20:00,"wind_pen_STF",NA
2021-01-04 11:15:00,11,2021-01-04 17:15:00,"wind_pen_STF",NA
2021-01-04 11:10:00,11,2021-01-04 17:10:00,"wind_pen_STF",NA
2021-01-04 11:05:00,11,2021-01-04 17:05:00,"wind_pen_STF",NA
2021-01-04 11:00:00,11,2021-01-04 17:00:00,"wind_pen_STF",NA
2021-01-04 10:55:00,10,2021-01-04 16:55:00,"wind_pen_STF",NA
2021-01-04 10:50:00,10,2021-01-04 16:50:00,"wind_pen_STF",NA
2021-01-04 10:45:00,10,2021-01-04 16:45:00,"wind_pen_STF",NA
2021-01-04 10:40:00,10,2021-01-04 16:40:00,"wind_pen_STF",NA
2021-01-04 10:35:00,10,2021-01-04 16:35:00,"wind_pen_STF",NA
2021-01-04 10:30:00,10,2021-01-04 16:30:00,"wind_pen_STF",NA
2021-01-04 10:25:00,10,2021-01-04 16:25:00,"wind_pen_STF",NA
2021-01-04 10:20:00,10,2021-01-04 16:20:00,"wind_pen_STF",NA
2021-01-04 10:15:00,10,2021-01-04 16:15:00,"wind_pen_STF",NA
2021-01-04 10:10:00,10,2021-01-04 16:10:00,"wind_pen_STF",NA
2021-01-04 10:05:00,10,2021-01-04 16:05:00,"wind_pen_STF",NA
2021-01-04 10:00:00,10,2021-01-04 16:00:00,"wind_pen_STF",NA
2021-01-04 09:55:00,9,2021-01-04 15:55:00,"wind_pen_STF",NA
2021-01-04 09:50:00,9,2021-01-04 15:50:00,"wind_pen_STF",NA
2021-01-04 09:45:00,9,2021-01-04 15:45:00,"wind_pen_STF",NA
2021-01-04 09:40:00,9,2021-01-04 15:40:00,"wind_pen_STF",NA
2021-01-04 09:35:00,9,2021-01-04 15:35:00,"wind_pen_STF",NA
2021-01-04 09:30:00,9,2021-01-04 15:30:00,"wind_pen_STF",NA
2021-01-04 09:25:00,9,2021-01-04 15:25:00,"wind_pen_STF",NA
2021-01-04 09:20:00,9,2021-01-04 15:20:00,"wind_pen_STF",NA
2021-01-04 09:15:00,9,2021-01-04 15:15:00,"wind_pen_STF",NA
2021-01-04 09:10:00,9,2021-01-04 15:10:00,"wind_pen_STF",NA
2021-01-04 09:05:00,9,2021-01-04 15:05:00,"wind_pen_STF",NA
2021-01-04 09:00:00,9,2021-01-04 15:00:00,"wind_pen_STF",NA
2021-01-04 08:55:00,8,2021-01-04 14:55:00,"wind_pen_STF",NA
2021-01-04 08:50:00,8,2021-01-04 14:50:00,"wind_pen_STF",NA
2021-01-04 08:45:00,8,2021-01-04 14:45:00,"wind_pen_STF",NA
2021-01-04 08:40:00,8,2021-01-04 14:40:00,"wind_pen_STF",NA
2021-01-04 08:35:00,8,2021-01-04 14:35:00,"wind_pen_STF",NA
2021-01-04 08:30:00,8,2021-01-04 14:30:00,"wind_pen_STF",NA
2021-01-04 08:25:00,8,2021-01-04 14:25:00,"wind_pen_STF",NA
2021-01-04 08:20:00,8,2021-01-04 14:20:00,"wind_pen_STF",NA
2021-01-04 08:15:00,8,2021-01-04 14:15:00,"wind_pen_STF",NA
